Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
-----------------------------------------------
                0.00    0.00     998/998         unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [164]
[161]    0.0    0.00    0.00     998         unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [161]
                0.00    0.00    2994/2994        unsigned long* std::__niter_base<unsigned long*>(unsigned long*) [128]
                0.00    0.00     998/998         unsigned long* std::__copy_move_a1<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [162]
                0.00    0.00     998/998         unsigned long* std::__niter_wrap<unsigned long*>(unsigned long* const&, unsigned long*) [159]
-----------------------------------------------
                0.00    0.00     998/998         unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [161]
[162]    0.0    0.00    0.00     998         unsigned long* std::__copy_move_a1<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [162]
                0.00    0.00     998/998         unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [163]
-----------------------------------------------
                0.00    0.00     998/998         unsigned long* std::__copy_move_a1<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [162]
[163]    0.0    0.00    0.00     998         unsigned long* std::__copy_move_a2<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [163]
                0.00    0.00     998/998         unsigned long* std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned long>(unsigned long const*, unsigned long const*, unsigned long*) [156]
-----------------------------------------------
                0.00    0.00     998/998         std::vector<bool, std::allocator<bool> >::_M_copy_aligned(std::_Bit_const_iterator, std::_Bit_const_iterator, std::_Bit_iterator) [27]
[164]    0.0    0.00    0.00     998         unsigned long* std::copy<unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [164]
                0.00    0.00    1996/1996        unsigned long* std::__miter_base<unsigned long*>(unsigned long*) [134]
                0.00    0.00     998/998         unsigned long* std::__copy_move_a<false, unsigned long*, unsigned long*>(unsigned long*, unsigned long*, unsigned long*) [161]
-----------------------------------------------
                0.00    0.00     998/998         void std::_Construct<std::vector<bool, std::allocator<bool> >, std::vector<bool, std::allocator<bool> > const&>(std::vector<bool, std::allocator<bool> >*, std::vector<bool, std::allocator<bool> > const&) [26]
[165]    0.0    0.00    0.00     998         std::vector<bool, std::allocator<bool> > const& std::forward<std::vector<bool, std::allocator<bool> > const&>(std::remove_reference<std::vector<bool, std::allocator<bool> > const&>::type&) [165]
-----------------------------------------------
                0.00    0.00      18/988         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_map_allocator() const [214]
                0.00    0.00     970/988         std::deque<unsigned int, std::allocator<unsigned int> >::max_size() const [176]
[166]    0.0    0.00    0.00     988         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [166]
-----------------------------------------------
                0.00    0.00     972/972         std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [169]
[167]    0.0    0.00    0.00     972         __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [167]
-----------------------------------------------
                0.00    0.00     972/972         std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [170]
[168]    0.0    0.00    0.00     972         __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [168]
                0.00    0.00     972/1943        __gnu_cxx::new_allocator<unsigned int>::_M_max_size() const [137]
-----------------------------------------------
                0.00    0.00       1/972         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate(unsigned int*, unsigned long) [316]
                0.00    0.00     971/972         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_node(unsigned int*) [173]
[169]    0.0    0.00    0.00     972         std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [169]
                0.00    0.00     972/972         __gnu_cxx::new_allocator<unsigned int>::deallocate(unsigned int*, unsigned long) [167]
-----------------------------------------------
                0.00    0.00       1/972         std::_Vector_base<unsigned int, std::allocator<unsigned int> >::_M_allocate(unsigned long) [313]
                0.00    0.00     971/972         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_node() [172]
[170]    0.0    0.00    0.00     972         std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [170]
                0.00    0.00     972/972         __gnu_cxx::new_allocator<unsigned int>::allocate(unsigned long, void const*) [168]
-----------------------------------------------
                0.00    0.00     971/971         std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&) [174]
[171]    0.0    0.00    0.00     971         __gnu_cxx::new_allocator<unsigned int>::max_size() const [171]
                0.00    0.00     971/1943        __gnu_cxx::new_allocator<unsigned int>::_M_max_size() const [137]
-----------------------------------------------
                0.00    0.00       1/971         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_create_nodes(unsigned int**, unsigned int**) [300]
                0.00    0.00     970/971         void std::deque<unsigned int, std::allocator<unsigned int> >::_M_push_back_aux<unsigned int const&>(unsigned int const&) [179]
[172]    0.0    0.00    0.00     971         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_node() [172]
                0.00    0.00     971/7782        std::__deque_buf_size(unsigned long) [123]
                0.00    0.00     971/972         std::allocator_traits<std::allocator<unsigned int> >::allocate(std::allocator<unsigned int>&, unsigned long) [170]
-----------------------------------------------
                0.00    0.00       1/971         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_destroy_nodes(unsigned int**, unsigned int**) [302]
                0.00    0.00     970/971         std::deque<unsigned int, std::allocator<unsigned int> >::_M_pop_back_aux() [178]
[173]    0.0    0.00    0.00     971         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_node(unsigned int*) [173]
                0.00    0.00     971/7782        std::__deque_buf_size(unsigned long) [123]
                0.00    0.00     971/972         std::allocator_traits<std::allocator<unsigned int> >::deallocate(std::allocator<unsigned int>&, unsigned int*, unsigned long) [169]
-----------------------------------------------
                0.00    0.00       1/971         std::vector<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [338]
                0.00    0.00     970/971         std::deque<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [177]
[174]    0.0    0.00    0.00     971         std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&) [174]
                0.00    0.00     971/971         __gnu_cxx::new_allocator<unsigned int>::max_size() const [171]
-----------------------------------------------
                0.00    0.00     970/970         void std::deque<unsigned int, std::allocator<unsigned int> >::_M_push_back_aux<unsigned int const&>(unsigned int const&) [179]
[175]    0.0    0.00    0.00     970         std::deque<unsigned int, std::allocator<unsigned int> >::size() const [175]
                0.00    0.00     970/970         std::operator-(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [181]
-----------------------------------------------
                0.00    0.00     970/970         void std::deque<unsigned int, std::allocator<unsigned int> >::_M_push_back_aux<unsigned int const&>(unsigned int const&) [179]
[176]    0.0    0.00    0.00     970         std::deque<unsigned int, std::allocator<unsigned int> >::max_size() const [176]
                0.00    0.00     970/988         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [166]
                0.00    0.00     970/970         std::deque<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [177]
-----------------------------------------------
                0.00    0.00     970/970         std::deque<unsigned int, std::allocator<unsigned int> >::max_size() const [176]
[177]    0.0    0.00    0.00     970         std::deque<unsigned int, std::allocator<unsigned int> >::_S_max_size(std::allocator<unsigned int> const&) [177]
                0.00    0.00     970/971         std::allocator_traits<std::allocator<unsigned int> >::max_size(std::allocator<unsigned int> const&) [174]
                0.00    0.00     970/1009        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [138]
-----------------------------------------------
                0.00    0.00     970/970         std::deque<unsigned int, std::allocator<unsigned int> >::pop_back() [121]
[178]    0.0    0.00    0.00     970         std::deque<unsigned int, std::allocator<unsigned int> >::_M_pop_back_aux() [178]
                0.00    0.00     970/971         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_node(unsigned int*) [173]
                0.00    0.00     970/4868        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_M_set_node(unsigned int**) [125]
                0.00    0.00     970/124253      std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() [116]
                0.00    0.00     970/124252      void std::allocator_traits<std::allocator<unsigned int> >::destroy<unsigned int>(std::allocator<unsigned int>&, unsigned int*) [119]
-----------------------------------------------
                0.00    0.00     970/970         std::deque<unsigned int, std::allocator<unsigned int> >::push_back(unsigned int const&) [18]
[179]    0.0    0.00    0.00     970         void std::deque<unsigned int, std::allocator<unsigned int> >::_M_push_back_aux<unsigned int const&>(unsigned int const&) [179]
                0.00    0.00     970/970         std::deque<unsigned int, std::allocator<unsigned int> >::size() const [175]
                0.00    0.00     970/970         std::deque<unsigned int, std::allocator<unsigned int> >::max_size() const [176]
                0.00    0.00     970/970         std::deque<unsigned int, std::allocator<unsigned int> >::_M_reserve_map_at_back(unsigned long) [180]
                0.00    0.00     970/971         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_node() [172]
                0.00    0.00     970/249474      unsigned int const& std::forward<unsigned int const&>(std::remove_reference<unsigned int const&>::type&) [104]
                0.00    0.00     970/124252      void std::allocator_traits<std::allocator<unsigned int> >::construct<unsigned int, unsigned int const&>(std::allocator<unsigned int>&, unsigned int*, unsigned int const&) [120]
                0.00    0.00     970/4868        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_M_set_node(unsigned int**) [125]
-----------------------------------------------
                0.00    0.00     970/970         void std::deque<unsigned int, std::allocator<unsigned int> >::_M_push_back_aux<unsigned int const&>(unsigned int const&) [179]
[180]    0.0    0.00    0.00     970         std::deque<unsigned int, std::allocator<unsigned int> >::_M_reserve_map_at_back(unsigned long) [180]
                0.00    0.00       8/8           std::deque<unsigned int, std::allocator<unsigned int> >::_M_reallocate_map(unsigned long, bool) [231]
-----------------------------------------------
                0.00    0.00     970/970         std::deque<unsigned int, std::allocator<unsigned int> >::size() const [175]
[181]    0.0    0.00    0.00     970         std::operator-(std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&, std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*> const&) [181]
                0.00    0.00     970/5838        std::_Deque_iterator<unsigned int, unsigned int&, unsigned int*>::_S_buffer_size() [124]
-----------------------------------------------
                0.00    0.00     500/500         std::vector<bool, std::allocator<bool> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*>(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*) [35]
[182]    0.0    0.00    0.00     500         bool __gnu_cxx::operator!=<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > > const&, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > > const&) [182]
                0.00    0.00    1000/1000        __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::base() const [139]
-----------------------------------------------
                0.00    0.00     499/499         std::vector<bool, std::allocator<bool> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*>(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*) [35]
[183]    0.0    0.00    0.00     499         __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::operator++() [183]
-----------------------------------------------
                0.00    0.00     499/499         std::vector<bool, std::allocator<bool> >* std::__uninitialized_copy<false>::__uninit_copy<__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*>(__gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >, std::vector<bool, std::allocator<bool> >*) [35]
[184]    0.0    0.00    0.00     499         __gnu_cxx::__normal_iterator<std::vector<bool, std::allocator<bool> > const*, std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > >::operator*() const [184]
-----------------------------------------------
                0.00    0.00     111/111         Edge* std::__relocate_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [199]
[185]    0.0    0.00    0.00     111         Edge* std::__niter_base<Edge*>(Edge*) [185]
-----------------------------------------------
                0.00    0.00       1/74          Graph::Graph(unsigned int, unsigned int, int) [21]
                0.00    0.00       1/74          std::vector<Edge, std::allocator<Edge> >::reserve(unsigned long) [330]
                0.00    0.00      72/74          std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [215]
[186]    0.0    0.00    0.00      74         std::vector<Edge, std::allocator<Edge> >::size() const [186]
-----------------------------------------------
                0.00    0.00      19/56          __gnu_cxx::new_allocator<Edge>::allocate(unsigned long, void const*) [207]
                0.00    0.00      37/56          __gnu_cxx::new_allocator<Edge>::max_size() const [190]
[187]    0.0    0.00    0.00      56         __gnu_cxx::new_allocator<Edge>::_M_max_size() const [187]
-----------------------------------------------
                0.00    0.00      20/40          std::vector<Edge, std::allocator<Edge> >::begin() [205]
                0.00    0.00      20/40          std::vector<Edge, std::allocator<Edge> >::end() [204]
[188]    0.0    0.00    0.00      40         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&) [188]
-----------------------------------------------
                0.00    0.00       1/40          std::vector<Edge, std::allocator<Edge> >::reserve(unsigned long) [330]
                0.00    0.00       3/40          std::vector<Edge, std::allocator<Edge> >::~vector() [253]
                0.00    0.00      36/40          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [218]
[189]    0.0    0.00    0.00      40         std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() [189]
-----------------------------------------------
                0.00    0.00      37/37          std::allocator_traits<std::allocator<Edge> >::max_size(std::allocator<Edge> const&) [193]
[190]    0.0    0.00    0.00      37         __gnu_cxx::new_allocator<Edge>::max_size() const [190]
                0.00    0.00      37/56          __gnu_cxx::new_allocator<Edge>::_M_max_size() const [187]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<Edge, std::allocator<Edge> >::max_size() const [192]
[191]    0.0    0.00    0.00      37         std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() const [191]
-----------------------------------------------
                0.00    0.00       1/37          std::vector<Edge, std::allocator<Edge> >::reserve(unsigned long) [330]
                0.00    0.00      36/37          std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [215]
[192]    0.0    0.00    0.00      37         std::vector<Edge, std::allocator<Edge> >::max_size() const [192]
                0.00    0.00      37/37          std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() const [191]
                0.00    0.00      37/37          std::vector<Edge, std::allocator<Edge> >::_S_max_size(std::allocator<Edge> const&) [194]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<Edge, std::allocator<Edge> >::_S_max_size(std::allocator<Edge> const&) [194]
[193]    0.0    0.00    0.00      37         std::allocator_traits<std::allocator<Edge> >::max_size(std::allocator<Edge> const&) [193]
                0.00    0.00      37/37          __gnu_cxx::new_allocator<Edge>::max_size() const [190]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<Edge, std::allocator<Edge> >::max_size() const [192]
[194]    0.0    0.00    0.00      37         std::vector<Edge, std::allocator<Edge> >::_S_max_size(std::allocator<Edge> const&) [194]
                0.00    0.00      37/37          std::allocator_traits<std::allocator<Edge> >::max_size(std::allocator<Edge> const&) [193]
                0.00    0.00      37/1009        unsigned long const& std::min<unsigned long>(unsigned long const&, unsigned long const&) [138]
-----------------------------------------------
                0.00    0.00       1/37          std::vector<Edge, std::allocator<Edge> >::reserve(unsigned long) [330]
                0.00    0.00      36/37          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [218]
[195]    0.0    0.00    0.00      37         std::vector<Edge, std::allocator<Edge> >::_S_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&) [195]
                0.00    0.00      37/37          std::vector<Edge, std::allocator<Edge> >::_S_do_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&, std::integral_constant<bool, true>) [196]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<Edge, std::allocator<Edge> >::_S_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&) [195]
[196]    0.0    0.00    0.00      37         std::vector<Edge, std::allocator<Edge> >::_S_do_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&, std::integral_constant<bool, true>) [196]
                0.00    0.00      37/37          Edge* std::__relocate_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [199]
-----------------------------------------------
                0.00    0.00       1/37          std::vector<Edge, std::allocator<Edge> >::reserve(unsigned long) [330]
                0.00    0.00      36/37          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [218]
[197]    0.0    0.00    0.00      37         std::vector<Edge, std::allocator<Edge> >::_S_use_relocate() [197]
                0.00    0.00      37/37          std::vector<Edge, std::allocator<Edge> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [198]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<Edge, std::allocator<Edge> >::_S_use_relocate() [197]
[198]    0.0    0.00    0.00      37         std::vector<Edge, std::allocator<Edge> >::_S_nothrow_relocate(std::integral_constant<bool, true>) [198]
-----------------------------------------------
                0.00    0.00      37/37          std::vector<Edge, std::allocator<Edge> >::_S_do_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&, std::integral_constant<bool, true>) [196]
[199]    0.0    0.00    0.00      37         Edge* std::__relocate_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [199]
                0.00    0.00     111/111         Edge* std::__niter_base<Edge*>(Edge*) [185]
                0.00    0.00      37/37          std::enable_if<std::__is_bitwise_relocatable<Edge, void>::value, Edge*>::type std::__relocate_a_1<Edge, Edge>(Edge*, Edge*, Edge*, std::allocator<Edge>&) [200]
-----------------------------------------------
                0.00    0.00      37/37          Edge* std::__relocate_a<Edge*, Edge*, std::allocator<Edge> >(Edge*, Edge*, Edge*, std::allocator<Edge>&) [199]
[200]    0.0    0.00    0.00      37         std::enable_if<std::__is_bitwise_relocatable<Edge, void>::value, Edge*>::type std::__relocate_a_1<Edge, Edge>(Edge*, Edge*, Edge*, std::allocator<Edge>&) [200]
-----------------------------------------------
                0.00    0.00       1/27          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_initialize_map(unsigned long) [303]
                0.00    0.00       8/27          std::deque<unsigned int, std::allocator<unsigned int> >::_M_reallocate_map(unsigned long, bool) [231]
                0.00    0.00      18/27          std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [215]
[201]    0.0    0.00    0.00      27         unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [201]
-----------------------------------------------
                0.00    0.00      24/24          unsigned int** std::__copy_move_a<false, unsigned int**, unsigned int**>(unsigned int**, unsigned int**, unsigned int**) [233]
[202]    0.0    0.00    0.00      24         unsigned int** std::__niter_base<unsigned int**>(unsigned int**) [202]
-----------------------------------------------
                0.00    0.00       1/22          std::vector<Edge, std::allocator<Edge> >::reserve(unsigned long) [330]
                0.00    0.00       3/22          std::_Vector_base<Edge, std::allocator<Edge> >::~_Vector_base() [251]
                0.00    0.00      18/22          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [218]
[203]    0.0    0.00    0.00      22         std::_Vector_base<Edge, std::allocator<Edge> >::_M_deallocate(Edge*, unsigned long) [203]
                0.00    0.00      19/19          std::allocator_traits<std::allocator<Edge> >::deallocate(std::allocator<Edge>&, Edge*, unsigned long) [209]
-----------------------------------------------
                0.00    0.00       1/20          Graph::Graph(unsigned int, unsigned int, int) [21]
                0.00    0.00       1/20          main [1]
                0.00    0.00      18/20          void std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [113]
[204]    0.0    0.00    0.00      20         std::vector<Edge, std::allocator<Edge> >::end() [204]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&) [188]
-----------------------------------------------
                0.00    0.00       1/20          Graph::Graph(unsigned int, unsigned int, int) [21]
                0.00    0.00       1/20          main [1]
                0.00    0.00      18/20          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [218]
[205]    0.0    0.00    0.00      20         std::vector<Edge, std::allocator<Edge> >::begin() [205]
                0.00    0.00      20/40          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::__normal_iterator(Edge* const&) [188]
-----------------------------------------------
                0.00    0.00      19/19          std::allocator_traits<std::allocator<Edge> >::deallocate(std::allocator<Edge>&, Edge*, unsigned long) [209]
[206]    0.0    0.00    0.00      19         __gnu_cxx::new_allocator<Edge>::deallocate(Edge*, unsigned long) [206]
-----------------------------------------------
                0.00    0.00      19/19          std::allocator_traits<std::allocator<Edge> >::allocate(std::allocator<Edge>&, unsigned long) [210]
[207]    0.0    0.00    0.00      19         __gnu_cxx::new_allocator<Edge>::allocate(unsigned long, void const*) [207]
                0.00    0.00      19/56          __gnu_cxx::new_allocator<Edge>::_M_max_size() const [187]
-----------------------------------------------
                0.00    0.00       1/19          std::vector<Edge, std::allocator<Edge> >::reserve(unsigned long) [330]
                0.00    0.00      18/19          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [218]
[208]    0.0    0.00    0.00      19         std::_Vector_base<Edge, std::allocator<Edge> >::_M_allocate(unsigned long) [208]
                0.00    0.00      19/19          std::allocator_traits<std::allocator<Edge> >::allocate(std::allocator<Edge>&, unsigned long) [210]
-----------------------------------------------
                0.00    0.00      19/19          std::_Vector_base<Edge, std::allocator<Edge> >::_M_deallocate(Edge*, unsigned long) [203]
[209]    0.0    0.00    0.00      19         std::allocator_traits<std::allocator<Edge> >::deallocate(std::allocator<Edge>&, Edge*, unsigned long) [209]
                0.00    0.00      19/19          __gnu_cxx::new_allocator<Edge>::deallocate(Edge*, unsigned long) [206]
-----------------------------------------------
                0.00    0.00      19/19          std::_Vector_base<Edge, std::allocator<Edge> >::_M_allocate(unsigned long) [208]
[210]    0.0    0.00    0.00      19         std::allocator_traits<std::allocator<Edge> >::allocate(std::allocator<Edge>&, unsigned long) [210]
                0.00    0.00      19/19          __gnu_cxx::new_allocator<Edge>::allocate(unsigned long, void const*) [207]
-----------------------------------------------
                0.00    0.00      18/18          std::allocator<unsigned int*>::allocator<unsigned int>(std::allocator<unsigned int> const&) [216]
[211]    0.0    0.00    0.00      18         __gnu_cxx::new_allocator<unsigned int*>::new_allocator() [211]
-----------------------------------------------
                0.00    0.00      18/18          std::allocator<unsigned int*>::~allocator() [217]
[212]    0.0    0.00    0.00      18         __gnu_cxx::new_allocator<unsigned int*>::~new_allocator() [212]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [218]
[213]    0.0    0.00    0.00      18         __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [213]
                0.00    0.00      36/497080      __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [94]
-----------------------------------------------
                0.00    0.00       9/18          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_map(unsigned int**, unsigned long) [224]
                0.00    0.00       9/18          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_map(unsigned long) [223]
[214]    0.0    0.00    0.00      18         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_map_allocator() const [214]
                0.00    0.00      18/988         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_Tp_allocator() const [166]
                0.00    0.00      18/18          std::allocator<unsigned int*>::allocator<unsigned int>(std::allocator<unsigned int> const&) [216]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [218]
[215]    0.0    0.00    0.00      18         std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [215]
                0.00    0.00      72/74          std::vector<Edge, std::allocator<Edge> >::size() const [186]
