Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
                0.00    0.00      36/37          std::vector<Edge, std::allocator<Edge> >::max_size() const [192]
                0.00    0.00      18/27          unsigned long const& std::max<unsigned long>(unsigned long const&, unsigned long const&) [201]
-----------------------------------------------
                0.00    0.00      18/18          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_map_allocator() const [214]
[216]    0.0    0.00    0.00      18         std::allocator<unsigned int*>::allocator<unsigned int>(std::allocator<unsigned int> const&) [216]
                0.00    0.00      18/18          __gnu_cxx::new_allocator<unsigned int*>::new_allocator() [211]
-----------------------------------------------
                0.00    0.00       9/18          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_map(unsigned int**, unsigned long) [224]
                0.00    0.00       9/18          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_map(unsigned long) [223]
[217]    0.0    0.00    0.00      18         std::allocator<unsigned int*>::~allocator() [217]
                0.00    0.00      18/18          __gnu_cxx::new_allocator<unsigned int*>::~new_allocator() [212]
-----------------------------------------------
                0.00    0.00      18/18          void std::vector<Edge, std::allocator<Edge> >::emplace_back<Edge>(Edge&&) [113]
[218]    0.0    0.00    0.00      18         void std::vector<Edge, std::allocator<Edge> >::_M_realloc_insert<Edge>(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >, Edge&&) [218]
                0.00    0.00      36/37          std::vector<Edge, std::allocator<Edge> >::_S_use_relocate() [197]
                0.00    0.00      36/40          std::_Vector_base<Edge, std::allocator<Edge> >::_M_get_Tp_allocator() [189]
                0.00    0.00      36/497080      __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::base() const [94]
                0.00    0.00      36/37          std::vector<Edge, std::allocator<Edge> >::_S_relocate(Edge*, Edge*, Edge*, std::allocator<Edge>&) [195]
                0.00    0.00      18/18          std::vector<Edge, std::allocator<Edge> >::_M_check_len(unsigned long, char const*) const [215]
                0.00    0.00      18/20          std::vector<Edge, std::allocator<Edge> >::begin() [205]
                0.00    0.00      18/18          __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > >::difference_type __gnu_cxx::operator-<Edge*, std::vector<Edge, std::allocator<Edge> > >(__gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&, __gnu_cxx::__normal_iterator<Edge*, std::vector<Edge, std::allocator<Edge> > > const&) [213]
                0.00    0.00      18/19          std::_Vector_base<Edge, std::allocator<Edge> >::_M_allocate(unsigned long) [208]
                0.00    0.00      18/745524      Edge&& std::forward<Edge>(std::remove_reference<Edge>::type&) [92]
                0.00    0.00      18/248502      void std::allocator_traits<std::allocator<Edge> >::construct<Edge, Edge>(std::allocator<Edge>&, Edge*, Edge&&) [112]
                0.00    0.00      18/22          std::_Vector_base<Edge, std::allocator<Edge> >::_M_deallocate(Edge*, unsigned long) [203]
-----------------------------------------------
                0.00    0.00      16/16          unsigned int** std::copy<unsigned int**, unsigned int**>(unsigned int**, unsigned int**, unsigned int**) [236]
[219]    0.0    0.00    0.00      16         unsigned int** std::__miter_base<unsigned int**>(unsigned int**) [219]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator_traits<std::allocator<unsigned int*> >::deallocate(std::allocator<unsigned int*>&, unsigned int**, unsigned long) [225]
[220]    0.0    0.00    0.00       9         __gnu_cxx::new_allocator<unsigned int*>::deallocate(unsigned int**, unsigned long) [220]
-----------------------------------------------
                0.00    0.00       9/9           std::allocator_traits<std::allocator<unsigned int*> >::allocate(std::allocator<unsigned int*>&, unsigned long) [226]
[221]    0.0    0.00    0.00       9         __gnu_cxx::new_allocator<unsigned int*>::allocate(unsigned long, void const*) [221]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<unsigned int*>::_M_max_size() const [222]
-----------------------------------------------
                0.00    0.00       9/9           __gnu_cxx::new_allocator<unsigned int*>::allocate(unsigned long, void const*) [221]
[222]    0.0    0.00    0.00       9         __gnu_cxx::new_allocator<unsigned int*>::_M_max_size() const [222]
-----------------------------------------------
                0.00    0.00       1/9           std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_initialize_map(unsigned long) [303]
                0.00    0.00       8/9           std::deque<unsigned int, std::allocator<unsigned int> >::_M_reallocate_map(unsigned long, bool) [231]
[223]    0.0    0.00    0.00       9         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_map(unsigned long) [223]
                0.00    0.00       9/18          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_map_allocator() const [214]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<unsigned int*> >::allocate(std::allocator<unsigned int*>&, unsigned long) [226]
                0.00    0.00       9/18          std::allocator<unsigned int*>::~allocator() [217]
-----------------------------------------------
                0.00    0.00       1/9           std::_Deque_base<unsigned int, std::allocator<unsigned int> >::~_Deque_base() [305]
                0.00    0.00       8/9           std::deque<unsigned int, std::allocator<unsigned int> >::_M_reallocate_map(unsigned long, bool) [231]
[224]    0.0    0.00    0.00       9         std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_map(unsigned int**, unsigned long) [224]
                0.00    0.00       9/18          std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_get_map_allocator() const [214]
                0.00    0.00       9/9           std::allocator_traits<std::allocator<unsigned int*> >::deallocate(std::allocator<unsigned int*>&, unsigned int**, unsigned long) [225]
                0.00    0.00       9/18          std::allocator<unsigned int*>::~allocator() [217]
-----------------------------------------------
                0.00    0.00       9/9           std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_deallocate_map(unsigned int**, unsigned long) [224]
[225]    0.0    0.00    0.00       9         std::allocator_traits<std::allocator<unsigned int*> >::deallocate(std::allocator<unsigned int*>&, unsigned int**, unsigned long) [225]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<unsigned int*>::deallocate(unsigned int**, unsigned long) [220]
-----------------------------------------------
                0.00    0.00       9/9           std::_Deque_base<unsigned int, std::allocator<unsigned int> >::_M_allocate_map(unsigned long) [223]
[226]    0.0    0.00    0.00       9         std::allocator_traits<std::allocator<unsigned int*> >::allocate(std::allocator<unsigned int*>&, unsigned long) [226]
                0.00    0.00       9/9           __gnu_cxx::new_allocator<unsigned int*>::allocate(unsigned long, void const*) [221]
-----------------------------------------------
                0.00    0.00       8/8           std::allocator<std::vector<bool, std::allocator<bool> > >::~allocator() [228]
[227]    0.0    0.00    0.00       8         __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::~new_allocator() [227]
-----------------------------------------------
                0.00    0.00       1/8           Graph::Graph(unsigned int) [34]
                0.00    0.00       1/8           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > const&) [39]
                0.00    0.00       1/8           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_S_check_init_len(unsigned long, std::allocator<std::vector<bool, std::allocator<bool> > > const&) [334]
                0.00    0.00       1/8           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_move_assign(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&&, std::integral_constant<bool, true>) [75]
                0.00    0.00       4/8           std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_Vector_impl::~_Vector_impl() [243]
[228]    0.0    0.00    0.00       8         std::allocator<std::vector<bool, std::allocator<bool> > >::~allocator() [228]
                0.00    0.00       8/8           __gnu_cxx::new_allocator<std::vector<bool, std::allocator<bool> > >::~new_allocator() [227]
-----------------------------------------------
                0.00    0.00       8/8           unsigned int** std::__copy_move_a2<false, unsigned int**, unsigned int**>(unsigned int**, unsigned int**, unsigned int**) [235]
[229]    0.0    0.00    0.00       8         unsigned int** std::__copy_move<false, true, std::random_access_iterator_tag>::__copy_m<unsigned int*>(unsigned int* const*, unsigned int* const*, unsigned int**) [229]
-----------------------------------------------
                0.00    0.00       1/8           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::vector(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > > const&) [39]
                0.00    0.00       1/8           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_fill_initialize(unsigned long, std::vector<bool, std::allocator<bool> > const&) [37]
                0.00    0.00       2/8           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_move_assign(std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >&&, std::integral_constant<bool, true>) [75]
                0.00    0.00       4/8           std::vector<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::~vector() [70]
[230]    0.0    0.00    0.00       8         std::_Vector_base<std::vector<bool, std::allocator<bool> >, std::allocator<std::vector<bool, std::allocator<bool> > > >::_M_get_Tp_allocator() [230]
-----------------------------------------------
                0.00    0.00       8/8           std::deque<unsigned int, std::allocator<unsigned int> >::_M_reserve_map_at_back(unsigned long) [180]
